# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
1 -0.5 0.5 0.5 0.5 0.0 0.0 0.0 1 img_0001.jpg

2 -0.13527700939140186 0.1231565361149557 0.6997780583386933 0.6905383895266161 0.01749841472426838 0.2145033809106033 -0.053621951276531785 1 img_0002.jpg

3 -0.46664661106258126 0.49125318846734906 0.5207442613283937 0.5193617809369662 0.04352151669606205 1.0310149328324352 -0.12728529109271472 1 img_0003.jpg

4 -0.3263245867645428 0.3378731351632067 0.62655152099467 0.6219221817455955 0.0730462410237877 1.859784338316688 -0.10321562885080564 1 img_0004.jpg

5 -0.47442359687397756 0.4683697742652078 0.533846512485003 0.5201537334207218 -0.07616357750208924 2.2248485565250307 -0.10187738828692079 1 img_0005.jpg

6 0.503699190989038 -0.5113606891683505 -0.4979154090316417 -0.48670074585838813 -0.06849620359045148 2.538936329966319 -0.05460874655965019 1 img_0006.jpg

7 -0.45900710432016334 0.7124955788991264 0.4193130482510774 0.32532921141392623 0.14931537864608885 3.0013852922372384 -0.7311814177180757 1 img_0007.jpg

8 0.5913015903137085 -0.7227073941170283 -0.3452270349001383 -0.0942058711286719 -1.2320201351739948 4.3769680584518 1.3670593885685738 1 img_0008.jpg

9 0.6654202483276574 -0.4955153897437273 -0.4513961353210682 -0.32851471909167856 -3.379684149839208 2.953166194685461 5.123368364997212 1 img_0009.jpg

10 0.6988585402342278 -0.513627435816862 -0.31410248910022126 -0.38616476309850567 -1.3784310279790892 2.335509999056906 7.902186243669041 1 img_0010.jpg

11 0.7073418472726283 -0.5516841039460371 -0.3001238298644829 -0.3244038336667415 0.12481215379260839 2.857592880075597 8.63842377400728 1 img_0011.jpg

12 0.6630908674545082 -0.5397977544325817 -0.3996947047898365 -0.3304134209909392 -0.5169307272325997 3.8795896240521333 8.51440850275573 1 img_0012.jpg

13 0.5881890785064867 -0.5790347360218349 -0.3394888408735429 -0.45110942057127584 1.3632783079863036 3.759065424367701 8.75903331265613 1 img_0013.jpg

14 0.6378468928941584 -0.5322036073627354 -0.4292275384177468 -0.3545058275955433 1.1993578177566668 4.564021731405618 8.6582262237567 1 img_0014.jpg

15 0.5811292110404049 -0.5408485124847566 -0.4521204545847801 -0.40664335868748 1.7556633388156009 4.9890087528020155 8.523368303472365 1 img_0015.jpg

16 0.519617608633072 -0.5823749061788941 -0.3895599957339858 -0.48895809552078084 4.083249201294954 4.124157214182018 8.718888744302761 1 img_0016.jpg

17 0.6149657354701329 -0.46636783254549974 -0.5169184291596773 -0.37028843697796343 2.3502222095859113 5.632077535809831 8.906417479955175 1 img_0017.jpg

18 0.5188607279101691 -0.5119299512684886 -0.48750914136932366 -0.48067255705741857 4.010479085469938 5.003424714906681 9.288925612633355 1 img_0018.jpg

19 -0.47424955453901396 0.5496673581145142 0.43500359271948597 0.5326584550761371 6.0512945735792565 3.803705371186131 9.49859284041666 1 img_0019.jpg

20 0.5867242397979116 -0.4175170641386232 -0.5578005771914663 -0.41266534101072117 4.1549332228884115 6.328146870006798 9.75872896637928 1 img_0020.jpg

21 -0.4685883756000278 0.46903744910122075 0.5266400770361501 0.5320517219711868 5.844422822968393 4.883672319454339 10.599724565369245 1 img_0021.jpg

22 -0.42678615850350554 0.5058427231113432 0.4822359983853831 0.5739557093072377 7.578657402373597 3.492330659807594 10.82199746808531 1 img_0022.jpg

23 0.5385771987893514 -0.3938439488392348 -0.5713710398090898 -0.4778668012892434 6.347601384265968 6.297416987929521 10.946051476055466 1 img_0023.jpg

24 -0.45509718286032536 0.40560962326430805 0.5793365896603742 0.5410512947481682 6.774306108530282 5.591285388650343 11.821276756984632 1 img_0024.jpg

25 -0.3803335003725161 0.45571747077133995 0.5323916856762086 0.6035123100244163 8.69718352708566 3.496513994570396 12.357187530504604 1 img_0025.jpg

26 -0.4698648575729144 0.37707072131903524 0.5835154084696721 0.5445681360678379 8.364830663664192 5.731495072844148 12.410293218282208 1 img_0026.jpg

27 -0.43313644188549505 0.3403531587311633 0.6137669426846599 0.5655463642532043 7.70263446399 5.961968418412963 13.487406857054511 1 img_0027.jpg

28 -0.33730345266220824 0.39778067069245404 0.5727448610628165 0.6324241005620752 9.496236684896983 3.4755669456863423 14.257726858820847 1 img_0028.jpg

29 -0.41629421979021264 0.33048111024944693 0.6082797511766487 0.5894718845254838 9.677641542245018 5.557469164527235 14.286417027698068 1 img_0029.jpg

30 -0.3894953743455653 0.28314100117031143 0.6426401075173215 0.5959347439357827 8.58284662631761 6.2676820038085115 15.35737302432856 1 img_0030.jpg

31 -0.28568915392839006 0.34231403220835943 0.6090631968078344 0.6559305092577689 10.113182263020938 3.5758225905569487 16.209563303715882 1 img_0031.jpg

32 -0.2684675227820582 0.3712691616202608 0.5914307306490505 0.6635465994826466 11.75045445522197 2.5509318888583934 16.095529568730626 1 img_0032.jpg

33 -0.3741931668328542 0.20797729505027557 0.6690077668708498 0.6075800576925224 8.872364167650858 7.131274079384129 17.065640330082985 1 img_0033.jpg

34 -0.2479915174438765 0.2748363303566688 0.6456557982423451 0.6679025295565243 10.275425371274277 4.236423210701951 18.116740767975003 1 img_0034.jpg

35 -0.2088499939968262 0.316070688786093 0.6229583367156033 0.6844004021143906 11.901246926113167 2.531133866999246 18.185435877192848 1 img_0035.jpg

36 -0.34027747979904016 0.1429488830326163 0.6821385013676685 0.6312399848973548 9.092322937663607 7.368378059962441 18.961980327767996 1 img_0036.jpg

37 -0.2032630430517274 0.20805716961159726 0.6706906992887232 0.6823271468952165 10.098591871348173 4.594752279940524 20.138576463764224 1 img_0037.jpg

38 -0.15032146567391502 0.2573065141492882 0.6476657556456664 0.7012316904546715 11.789159410934385 2.476357231617825 20.347646001590356 1 img_0038.jpg

39 -0.29515912956044943 0.08887348581181312 0.6888605250067255 0.6560897566981471 9.425351324004216 7.3465128523645715 20.84111642654524 1 img_0039.jpg

40 -0.16188811512213697 0.13621719723231712 0.6925996319618577 0.6895961594779025 9.603075663312287 5.258303998616612 22.0549721202506 1 img_0040.jpg

41 -0.09180256101167505 0.19529476601800955 0.6718632530082744 0.7085421747608311 11.280409357496401 2.8056769429447246 22.388384134642873 1 img_0041.jpg

42 -0.21128123396871556 0.06948554525892221 0.6919190123563057 0.6868624895221762 10.109818927336795 6.374424458111667 22.64971830807385 1 img_0042.jpg

43 -0.12670230900084645 0.058346012456350176 0.7032314379437119 0.6971426055061596 8.719068215717764 5.774939174242057 23.95447014516123 1 img_0043.jpg

44 -0.02496242621899289 0.14364070905725954 0.6840997826450481 0.7146689522875519 11.037336221645281 2.5939945354746574 24.41125676100567 1 img_0044.jpg

45 -0.1603889824129711 -0.0401382538463267 0.6964246850978956 0.6983243894387454 7.962635453821272 6.87579304565962 25.25742580664823 1 img_0045.jpg

46 0.009584468263468466 0.05256141864836595 0.6989601377270309 0.7131620861391803 9.006628719796414 3.7639239809005227 26.290969657541197 1 img_0046.jpg

47 -0.06914334585608715 -0.024371696316101702 0.6949993539463022 0.7152629699325442 9.197530731643239 5.403872131955508 26.473204551827262 1 img_0047.jpg

48 0.02112564309175657 -0.04930401168707996 0.702606913356476 0.7095536251328757 6.797422845655775 5.065464577635325 27.780939046751353 1 img_0048.jpg

49 0.09871617111288321 0.027893042559728486 0.6990538374729524 0.7076728255711904 9.385046250937108 2.782876564931688 28.00135378222524 1 img_0049.jpg

50 0.007247058874948773 -0.1500570591453026 0.6867829942324806 0.7111676862536676 5.115783980781948 5.868153453444983 28.96861718072184 1 img_0050.jpg

51 0.15351652895048035 -0.04753282998595501 0.6976478063122864 0.6981839612596219 6.976881195608777 3.35367962400713 29.532464739500835 1 img_0051.jpg

52 0.01431331935039581 -0.2132057857763537 0.661585335886086 0.7187790099475333 4.627615332468458 5.6123413176090855 29.97695642514426 1 img_0052.jpg

53 0.18998801535693086 -0.1427631970458116 0.6867464893406641 0.6869515870629215 3.7879529097388223 4.272847499197881 30.681489981127495 1 img_0053.jpg

54 0.1847850752469156 -0.12430481204716995 0.6892848145680862 0.6894122381229887 6.155398032501868 3.9118190895041445 30.631999126890662 1 img_0054.jpg

55 0.1570068499987386 -0.2595797327710696 0.657353338353138 0.6898215710920893 1.2454615889318512 5.240907830931094 31.208426680736522 1 img_0055.jpg

56 0.27776127649143284 -0.16146254474182536 0.6790244489708227 0.660079023774589 3.5242392708570205 3.6453688313848853 31.59434481846228 1 img_0056.jpg

57 0.14926195556456054 -0.3305975235298277 0.6138035147332958 0.7011928346453928 0.4266603984073787 4.45117382693693 31.881521104568193 1 img_0057.jpg

58 0.3236390431077739 -0.24113460087190006 0.6584872000227795 0.635221600266233 0.44157559995322415 4.440495544347907 32.01118215123364 1 img_0058.jpg

59 0.19474355211297717 -0.36719412087310016 0.5897097623812271 0.6924491480671544 -0.31295322699470335 3.9935291674386004 32.19363340779896 1 img_0059.jpg

60 0.365420970587713 -0.31947009510148877 0.6248859222257425 0.6114932189277841 -2.765023119483958 4.707728072605765 32.0100423259884 1 img_0060.jpg

61 0.27225851562408954 -0.38079423653256933 0.5796247398490095 0.6670129017108388 -1.0063146542522665 3.665075424180418 32.31759322301672 1 img_0061.jpg

62 0.40751545305471426 -0.3826742255568161 0.5884221782809116 0.5841668706142525 -5.2208222025161115 4.696239314174201 31.704554771006407 1 img_0062.jpg

63 0.3735471497512844 -0.38077297243909314 0.5826155658850625 0.6132157636273039 -2.112809060466964 3.9371748218590796 32.152738964812826 1 img_0063.jpg

64 0.4307349799257608 -0.4511330191864569 0.5429251917815879 0.5622976188789991 -7.54084495600445 4.607426540963835 31.031244741325885 1 img_0064.jpg

